기관코드,전체기관명,최하위기관명
C010530,강원대학교 산학협력단 사업단 친환경농업연구센터,친환경농업연구센터
C010531,강원대학교 연구소 농업생명과학연구원,농업생명과학연구원
C010532,강원대학교 연구소 동물의학종합연구소,동물의학종합연구소
C010533,강원대학교 연구소 신약개발연구소,신약개발연구소
C010534,강원대학교 연구소 의료기기연구소,의료기기연구소
C010535,강원대학교 위원회 실험동물센터추진위원회,실험동물센터추진위원회
C010536,강원대학교 산학협력단 사업단 강원권역권인력양성사업단,강원권역권인력양성사업단
C010537,강원대학교 학생처 학생과,학생과
C010538,강원대학교 삼척캠퍼스 교육지원처,교육지원처
C010539,강원대학교 삼척캠퍼스 교육지원처 교학지원과,교학지원과
C010540,강원대학교 삼척캠퍼스 교육지원처 운영기획과,운영기획과
C010541,강원대학교 공과대학 나노응용과학과,나노응용과학과
C010542,강원대학교 의생명과학대학 생물의소재공학과,생물의소재공학과
C010543,강원대학교 자연과학대학 환경학과,환경학과
C010544,강원대학교 부속기관 국제어학원,국제어학원
C010545,강원대학교 삼척캠퍼스 디자인스포츠대학,디자인스포츠대학
C010546,강원대학교 삼척캠퍼스 보건과학대학,보건과학대학
C010547,강원대학교 삼척캠퍼스 디자인스포츠대학 산업디자인학과,산업디자인학과
C010548,강원대학교 삼척캠퍼스 디자인스포츠대학 시각멀티미디어디자인학과,시각멀티미디어디자인학과
C010549,강원대학교 삼척캠퍼스 디자인스포츠대학 문화상품디자인학과,문화상품디자인학과
C010550,강원대학교 삼척캠퍼스 디자인스포츠대학 실내가구디자인학과,실내가구디자인학과
C010551,강원대학교 삼척캠퍼스 디자인스포츠대학 레저스포츠학과,레저스포츠학과
C010552,강원대학교 삼척캠퍼스 디자인스포츠대학 방송연예학과,방송연예학과
C010553,강원대학교 삼척캠퍼스 인문사회과학대학 유아교육과,유아교육과
C010554,강원대학교 삼척캠퍼스 인문사회과학대학 사회복지학과,사회복지학과
C010555,강원대학교 삼척캠퍼스 보건과학대학 식품영양학과,식품영양학과
C010556,강원대학교 삼척캠퍼스 보건과학대학 생약자원개발학과,생약자원개발학과
C010557,강원대학교 삼척캠퍼스 보건과학대학 응급구조학과,응급구조학과
C010558,강원대학교 삼척캠퍼스 보건과학대학 간호학과,간호학과
C010559,강원대학교 삼척캠퍼스 보건과학대학 방사선학과,방사선학과
C010560,강원대학교 삼척캠퍼스 보건과학대학 물리치료학과,물리치료학과
C010561,강원대학교 삼척캠퍼스 보건과학대학 안경광학과,안경광학과
C010562,강원대학교 삼척캠퍼스 보건과학대학 치위생학과,치위생학과
C010563,강원대학교 삼척캠퍼스 보건과학대학 작업치료학과,작업치료학과
C010564,강원대학교 삼척캠퍼스 보건과학대학 방송영상학과,방송영상학과
C010565,강원대학교 삼척캠퍼스 디자인스포츠대학 멀티디자인학과,멀티디자인학과
C010566,강원대학교 삼척캠퍼스 디자인스포츠대학 생활조형디자인학과,생활조형디자인학과
C010567,강원대학교 삼척캠퍼스 디자인스포츠대학 연극영화학과,연극영화학과
C010568,강원대학교 삼척캠퍼스 인문사회과학대학 영어과,영어과
C010569,강원대학교 학생처 취업지원과,취업지원과
C010570,강원대학교 부속기관 학생능력개발원,학생능력개발원
C010571,강원대학교 약학대학 약초원,약초원
C010572,강원대학교 삼척캠퍼스 행정본부 도계운영팀,도계운영팀
C010573,강원대학교 산학협력단 사업단 BR미디어,BR미디어
C015000,경북대학교 간호대학,간호대학
C015001,경북대학교 간호대학 행정실,행정실
C015002,경북대학교 산학협력중심대학사업단,산학협력중심대학사업단
C015003,경북대학교 지역혁신특성화시범사업단,지역혁신특성화시범사업단
C015008,경북대학교 환경과학기술연구소,환경과학기술연구소
C015009,경북대학교 첨단진단예측의료기술연구소,첨단진단예측의료기술연구소
C015010,경북대학교 동서사상연구소,동서사상연구소
C015011,경북대학교 치의학전문대학원,치의학전문대학원
C015012,경북대학교 생활관,생활관
C015013,경북대학교 체육진흥센터,체육진흥센터
C015015,경북대학교 모바일디스플레이산학연센터,모바일디스플레이산학연센터
C015016,경북대학교 디지털아트컨텐츠연구소,디지털아트컨텐츠연구소
C015020,경북대학교 의학전문대학원,의학전문대학원
C015021,경북대학교 전자기술연구소,전자기술연구소
C015022,경북대학교 산학협력지원단 산학연구지원과,산학연구지원과
C015023,경북대학교 트라이보메카트로닉스부품.소재신뢰성연구소,트라이보메카트로닉스부품.소재신뢰성연구소
C015024,경북대학교 교무처 교무과,교무과
C015025,경북대학교 교무처 학사과,학사과
C015027,경북대학교 사범대학 부설초등학교 행정실,행정실
C015028,경북대학교 사범대학 부설중학교 행정실,행정실
C015029,경북대학교 사범대학 부설고등학교 행정실,행정실
C015030,경북대학교 울릉도.독도연구소,울릉도.독도연구소
C015031,경북대학교 친환경농산물인증센터,친환경농산물인증센터
C015032,경북대학교 외국학술지지원센터,외국학술지지원센터
C015033,경북대학교 임베디드소프트웨어연구센터,임베디드소프트웨어연구센터
C015034,경북대학교 국제교류원,국제교류원
C015035,경북대학교 미술관,미술관
C015036,경북대학교 농업생명과학대학부속농업교육센터,농업생명과학대학부속농업교육센터
C015037,경북대학교 지역시장연구소,지역시장연구소
C015038,경북대학교 영어영재교육원,영어영재교육원
C015040,경북대학교 경조직-바이오치아재생연구소,경조직-바이오치아재생연구소
C015041,경북대학교 국방수중통신탐지특화연구센터,국방수중통신탐지특화연구센터
C015043,경북대학교 기초교육원,기초교육원
C015044,경북대학교 생명공학연구소,생명공학연구소
C015045,경북대학교 입학관리본부(지원시설),입학관리본부(지원시설)
C015046,경북대학교 입학관리본부(지원시설) 입학과,입학과
C015047,경북대학교 공학교육혁신센터,공학교육혁신센터
C015048,경북대학교 차세대에너지기술연구소,차세대에너지기술연구소
C015049,경북대학교 식물의학연구소,식물의학연구소
C015065,경북대학교 상주캠퍼스 상주캠퍼스사회복지연구소,상주캠퍼스사회복지연구소
C015070,경북대학교 상주캠퍼스 상주캠퍼스건설기술연구소,상주캠퍼스건설기술연구소
C015071,경북대학교 상주캠퍼스 상주캠퍼스기계기술연구소,상주캠퍼스기계기술연구소
C015072,경북대학교 상주캠퍼스 상주캠퍼스산업과학기술연구소,상주캠퍼스산업과학기술연구소
C015073,경북대학교 상주캠퍼스 상주캠퍼스산업디자인연구소,상주캠퍼스산업디자인연구소
C015074,경북대학교 상주캠퍼스 상주캠퍼스에너지환경연구소,상주캠퍼스에너지환경연구소
C015085,경북대학교 치의학전문대학원 치전원행정실,치전원행정실
C015086,경북대학교 공과대학부속산업현장기술지원단,공과대학부속산업현장기술지원단
C015087,경북대학교 교육연수원,교육연수원
C015088,경북대학교 아시아연구소,아시아연구소
C015089,경북대학교 생명의학연구소,생명의학연구소
C015090,경북대학교 사회과학연구원,사회과학연구원
C015091,경북대학교 한국어문화원,한국어문화원
C015092,경북대학교 정보영재교육원,정보영재교육원
C015094,경북대학교 말산업연구원,말산업연구원
C015095,경북대학교 IT와법연구소,IT와법연구소
C015097,경북대학교 산학협력지원단 산학감사팀,산학감사팀
C015098,경북대학교 장애학생지원센터,장애학생지원센터
C015099,경북대학교 실험동물자원관리센터,실험동물자원관리센터
C015100,경북대학교 한중교류연구원,한중교류연구원
C015101,경북대학교 식품영양유전체연구센터,식품영양유전체연구센터
C015102,경북대학교 기능성소자융합플랫폼연구센터,기능성소자융합플랫폼연구센터
C015103,경북대학교 유비쿼터스헬스케어융합네트워크연구센터,유비쿼터스헬스케어융합네트워크연구센터
C015104,경북대학교 뇌과학연구소,뇌과학연구소
C015105,경북대학교 두개안면기능장애연구센터,두개안면기능장애연구센터
C015106,경북대학교 상주캠퍼스중소기업산학협력센터,상주캠퍼스중소기업산학협력센터
C015107,경북대학교 법학전문대학원,법학전문대학원
C015108,경북대학교 로봇산업진흥센터,로봇산업진흥센터
C015114,경북대학교 계통진화유전체학연구소,계통진화유전체학연구소
C015115,경북대학교 대사질환및노화연구소,대사질환및노화연구소
C015116,경북대학교 산업동물의학연구소,산업동물의학연구소
C015117,경북대학교 경상대학 생활과학대학합동행정실,생활과학대학합동행정실
C015120,경북대학교 생태환경연구소,생태환경연구소
